id,relevance
609,1.802
610,2.4
612,2.334
613,2.266
614,2.266
615,2.802
616,2.802
617,2.066
618,2.402
620,2.668
621,2.6
622,2.866
623,2.0
624,2.866
625,2.398
627,2.4
628,2.4
629,2.734
631,2.066
632,2.398
633,2.6
638,2.2
639,1.866
641,2.134
645,2.6
647,2.466
648,2.332
649,2.934
650,2.6
651,2.802
654,2.466
655,2.666
656,2.866
657,2.666
658,2.334
664,2.6
665,2.732
667,2.8
672,1.8
673,2.668
675,1.798
676,2.266
678,2.334
681,2.534
683,2.4
684,2.266
685,2.866
689,2.334
692,2.398
693,2.198
694,2.666
695,2.198
697,1.934
698,2.666
699,2.666
701,2.534
702,2.466
703,2.066
704,2.666
705,2.466
706,2.198
707,2.534
708,2.064
709,2.6
710,2.602
711,2.602
714,2.734
716,2.2
717,2.934
719,2.466
720,2.066
721,2.332
723,2.334
724,2.802
725,2.0
727,1.932
728,2.33
729,2.534
730,2.468
732,2.0
733,2.336
735,2.534
736,2.068
738,2.668
741,2.332
744,2.4
746,2.266
747,2.866
750,1.668
752,2.0
754,2.6
755,2.198
757,2.0
761,2.398
762,1.6640000000000001
766,2.266
767,1.734
768,2.398
769,2.934
770,2.532
772,1.666
774,2.334
775,2.534
776,2.2
777,2.268
779,2.466
780,2.666
781,2.066
782,2.2
783,2.6
785,2.2
786,1.864
788,2.0
789,1.934
792,2.266
793,2.4
794,2.8
795,2.534
796,2.534
797,2.534
798,2.534
799,2.732
802,2.266
803,2.934
804,2.666
805,2.866
806,2.868
807,2.536
808,2.532
809,1.6
810,2.6
813,2.202
814,2.4
815,2.466
816,2.466
820,2.4
821,2.268
822,2.598
823,2.466
825,1.998
827,2.468
829,2.2
830,1.734
833,1.8
834,2.132
835,2.6
836,2.4
838,2.734
839,2.2
840,2.6
841,2.202
842,2.466
845,2.132
846,2.266
848,2.934
849,2.598
850,2.468
851,2.202
853,2.934
854,2.0
855,2.266
856,2.668
858,2.4
859,2.6
860,2.266
861,2.866
863,2.068
864,2.068
865,2.468
866,1.866
870,2.2
871,2.066
873,2.332
874,2.268
875,2.2
877,2.666
879,2.4
880,2.334
883,2.468
884,1.402
887,2.266
888,1.402
889,2.334
890,1.534
891,1.534
892,2.066
896,2.534
897,2.266
900,2.666
901,2.2
903,2.534
904,2.8
905,2.2
906,2.868
907,2.668
911,2.2
913,2.334
914,2.134
915,2.402
916,2.268
917,1.6
919,1.266
920,2.0
921,2.266
924,2.868
925,2.132
926,2.8
927,2.802
930,2.202
931,2.2
932,2.2
933,2.466
935,2.334
936,2.534
937,2.534
938,2.4
939,2.534
941,1.932
942,2.866
943,2.8
945,3.0
946,1.6
947,2.266
948,2.066
949,2.0
950,1.734
951,2.0
952,2.334
953,2.468
955,2.268
956,2.802
957,2.732
959,2.466
960,1.4
961,2.334
964,2.732
965,2.534
966,1.8
967,2.132
968,3.0
970,2.934
971,2.734
972,2.332
973,2.868
975,2.732
976,2.598
977,2.398
979,2.6
980,2.6
981,2.4
982,2.666
983,2.268
985,2.466
986,2.668
987,2.802
988,2.202
989,2.0
990,2.734
992,2.668
993,2.466
994,2.466
995,2.2
996,2.468
997,2.6
998,2.6
999,2.534
1002,2.6
1003,2.268
1005,2.536
1006,2.466
1009,2.8
1010,2.334
1011,2.066
1012,2.534
1013,2.866
1014,2.666
1015,2.384
1016,2.266
1017,2.266
1018,2.666
1021,2.4
1023,2.8
1024,2.2
1025,2.268
1027,2.068
1029,2.868
1030,2.334
1032,2.402
1033,2.068
1034,2.066
1035,2.268
1036,2.4
1037,2.734
1039,2.2
1041,2.6
1042,2.734
1043,2.266
1044,1.734
1045,2.532
1046,2.734
1047,1.8
1048,2.332
1049,2.4
1050,2.068
1052,2.934
1054,2.132
1055,2.134
1057,2.534
1058,2.332
1059,2.6
1061,2.532
1063,2.6
1064,1.3980000000000001
1066,2.734
1067,2.4
1069,2.136
1070,2.398
1071,2.334
1075,2.2
1077,2.8
1078,2.466
1079,2.8
1082,2.332
1085,2.266
1087,2.802
1088,2.534
1089,2.8
1091,2.534
1092,2.332
1093,2.6
1094,2.2
1096,2.666
1099,2.602
1100,2.534
1102,2.734
1105,2.332
1106,2.534
1109,3.0
1110,3.0
1111,2.666
1112,2.132
1113,2.334
1114,1.802
1115,2.732
1117,2.266
1118,2.402
1119,2.866
1120,2.066
1122,2.466
1123,2.066
1124,2.668
1125,2.268
1126,2.268
1127,2.268
1130,2.534
1131,2.4
1133,2.6
1136,2.668
1137,1.8679999999999999
1139,2.666
1140,2.8
1141,2.8
1143,2.334
1144,2.066
1147,2.202
1149,2.268
1150,1.8
1152,2.532
1153,2.866
1154,2.866
1156,2.732
1157,2.2
1158,2.132
1160,2.6
1161,2.334
1162,2.802
1163,2.132
1166,2.734
1167,1.934
1169,2.6
1170,2.268
1173,2.734
1174,2.266
1175,2.666
1178,2.868
1179,2.602
1181,2.4
1182,2.266
1183,2.666
1184,2.6
1186,2.334
1187,3.0
1188,2.332
1189,2.266
1190,2.266
1193,2.7359999999999998
1194,2.068
1197,2.734
1198,2.734
1199,2.734
1200,2.8
1201,3.0
1202,2.468
1203,2.0
1204,2.2
1207,2.602
1209,2.666
1210,2.502
1211,2.468
1213,1.8
1214,1.864
1217,2.334
1219,1.934
1221,1.6
1222,1.998
1223,1.998
1225,2.734
1226,2.4
1229,2.334
1232,2.468
1233,2.466
1234,2.534
1235,2.534
1236,1.8
1239,1.532
1240,2.532
1241,2.534
1242,3.0
1244,2.134
1245,2.8
1246,2.534
1247,2.4
1249,2.064
1250,2.13
1251,2.802
1254,2.4
1255,2.866
1256,2.802
1258,2.468
1259,1.932
1260,2.4
1261,2.534
1262,2.802
1263,2.334
1264,2.668
1265,2.534
1268,2.8
1269,2.534
1270,2.468
1271,2.066
1272,2.666
1274,1.932
1277,1.8679999999999999
1278,2.2
1280,2.6
1281,2.668
1282,1.932
1283,2.132
1284,2.466
1285,2.068
1286,1.798
1288,2.734
1290,2.8
1292,2.134
1293,2.466
1294,1.934
1295,2.732
1297,3.0
1298,2.066
1299,2.466
1301,2.134
1304,2.868
1305,2.468
1306,2.866
1307,2.2
1308,2.0
1309,2.336
1310,2.532
1311,2.066
1312,2.266
1313,2.268
1314,2.2
1315,2.532
1318,2.734
1319,2.266
1321,2.332
1322,2.468
1324,2.666
1325,2.268
1327,2.6
1328,2.4
1329,2.4
1330,2.132
1331,2.466
1332,2.8
1333,2.4
1334,2.332
1336,2.534
1337,2.8
1339,2.068
1341,2.132
1342,2.668
1343,2.668
1346,1.934
1350,2.2
1351,2.266
1352,2.266
1353,2.734
1354,2.7359999999999998
1358,2.266
1360,2.334
1361,2.666
1362,1.6019999999999999
1363,2.666
1365,2.802
1367,2.8
1368,2.868
1369,2.802
1370,1.468
1371,2.866
1372,2.668
1373,2.668
1374,2.602
1375,2.6
1376,2.332
1378,1.732
1379,1.8679999999999999
1380,2.132
1381,2.134
1382,2.134
1383,1.932
1384,2.0
1385,2.0
1386,2.266
1389,2.4
1390,2.334
1391,2.866
1392,2.134
1393,1.8679999999999999
1396,2.332
1398,2.534
1400,2.668
1402,2.068
1404,2.534
1406,2.934
1407,2.268
1409,2.4
1410,2.6
1411,2.398
1412,2.802
1413,2.6
1415,1.666
1416,1.732
1417,2.466
1418,2.266
1420,1.598
1421,2.534
1423,1.8
1424,2.266
1425,2.732
1426,1.666
1428,2.532
1429,2.534
1430,2.668
1432,3.0
1435,2.466
1437,2.466
1438,2.534
1440,2.668
1441,2.602
1442,2.734
1445,1.934
1446,2.332
1447,2.734
1448,2.4
1450,2.534
1451,2.0
1452,2.734
1455,2.6
1456,2.6
1457,2.934
1459,1.8
1460,2.334
1461,2.002
1462,2.134
1463,1.466
1464,3.0
1465,2.534
1466,2.066
1467,2.134
1469,2.0
1470,2.734
1474,1.666
1475,2.4
1476,2.534
1477,2.002
1478,2.134
1480,2.668
1482,2.402
1484,2.734
1485,2.6
1488,2.132
1489,2.268
1493,2.2
1494,2.2640000000000002
1495,2.468
1498,2.734
1499,2.066
1500,2.0
1502,2.4
1503,2.202
1505,2.666
1507,2.2
1508,2.4
1510,2.202
1511,2.064
1513,2.8
1514,2.534
1515,2.466
1516,1.798
1517,2.734
1518,2.4
1519,1.468
1520,2.468
1521,2.532
1522,1.932
1523,2.6
1524,2.466
1525,1.798
1526,2.134
1527,2.534
1529,2.534
1530,2.334
1531,1.864
1532,2.866
1533,2.666
1534,2.6
1535,2.8
1536,1.734
1537,2.802
1539,1.998
1540,2.398
1541,2.6
1543,2.734
1544,2.2
1545,2.734
1547,2.866
1549,2.466
1550,2.8
1551,2.734
1552,2.0
1553,2.134
1555,2.4
1556,2.6
1557,2.466
1558,2.266
1559,2.532
1563,1.8699999999999999
1564,2.4
1565,2.466
1566,2.332
1567,2.332
1570,2.666
1573,2.8
1574,2.802
1575,2.0
1579,2.534
1580,2.666
1581,2.7359999999999998
1582,2.198
1583,2.134
1584,2.402
1585,2.266
1586,1.468
1589,2.666
1590,1.6
1591,1.598
1592,2.334
1594,2.468
1596,2.866
1597,1.934
1598,2.268
1599,2.868
1600,2.602
1601,2.466
1602,2.268
1603,1.932
1604,2.216
1605,2.134
1606,2.732
1607,2.6
1608,2.334
1611,2.002
1613,2.2
1614,1.934
1615,2.0
1618,2.266
1619,2.402
1620,2.0
1621,2.6
1623,3.0
1625,2.8
1626,2.468
1628,2.0
1629,3.0
1630,2.202
1631,1.532
1632,2.266
1635,2.202
1636,2.534
1638,2.332
1639,2.134
1641,2.6
1642,1.866
1644,2.666
1646,2.398
1649,2.334
1650,2.0
1651,1.934
1652,1.934
1658,2.934
1659,2.6
1660,2.734
1662,2.468
1663,2.666
1665,2.402
1666,1.802
1668,2.0
1674,1.934
1676,2.668
1678,2.734
1679,2.4
1680,2.268
1682,2.466
1683,2.334
1684,2.536
1685,2.466
1686,2.334
1687,2.132
1688,2.802
1689,2.734
1690,2.2
1693,2.868
1694,2.202
1695,2.468
1697,2.734
1698,2.666
1699,2.6
1700,2.134
1701,2.134
1706,2.332
1707,2.332
1708,2.468
1709,2.202
1710,2.068
1711,2.2
1712,2.534
1714,2.8
1716,2.534
1717,1.934
1718,2.734
1719,2.802
1720,1.732
1723,2.8
1725,2.066
1727,2.734
1728,2.268
1729,2.268
1730,1.9300000000000002
1732,2.934
1734,2.534
1735,2.134
1736,2.334
1737,2.466
1739,1.866
1743,2.4
1744,2.934
1745,2.6
1747,2.732
1748,2.534
1750,2.134
1751,2.268
1752,2.668
1754,2.868
1755,2.066
1756,2.2
1757,2.4
1758,2.134
1759,2.732
1760,2.6
1761,2.132
1763,2.8
1764,2.266
1766,2.7359999999999998
1767,2.868
1768,2.6
1769,1.932
1770,2.2
1772,2.868
1773,2.868
1775,2.8
1776,2.466
1778,2.332
1781,2.7359999999999998
1783,2.734
1787,2.9
1788,1.4
1789,2.6
1791,1.932
1792,2.2
1793,2.466
1794,2.666
1795,2.468
1796,2.468
1798,2.668
1799,2.666
1800,2.868
1801,2.934
1802,2.868
1803,2.734
1806,2.398
1807,2.868
1808,2.466
1809,2.266
1810,2.134
1812,2.4
1813,2.934
1814,1.666
1817,2.598
1819,2.668
1820,1.666
1822,2.534
1823,2.732
1825,2.398
1826,2.868
1827,2.334
1828,2.532
1831,2.198
1832,2.666
1833,2.334
1834,2.666
1836,2.266
1837,2.534
1838,2.934
1839,2.334
1840,2.4
1842,2.468
1843,2.2640000000000002
1849,2.332
1850,2.332
1854,1.4
1856,2.466
1857,2.734
1859,3.0
1860,2.398
1863,1.866
1864,1.934
1865,2.2
1866,2.268
1869,2.534
1871,2.466
1873,2.468
1874,2.802
1876,1.966
1877,2.534
1878,3.0
1879,2.132
1880,2.0
1882,2.668
1884,2.0
1885,2.332
1886,2.332
1887,2.536
1888,2.4
1889,2.468
1890,2.668
1891,2.668
1892,2.268
1893,2.266
1895,2.866
1897,2.066
1898,2.332
1900,1.866
1901,2.134
1902,2.734
1903,1.2
1904,2.134
1905,2.4
1906,2.132
1908,1.734
1909,1.866
1910,2.334
1911,2.2
1912,2.0
1913,2.134
1916,2.8
1917,2.8
1919,2.4
1925,2.4
1926,2.334
1928,2.334
1929,2.734
1930,2.666
1932,2.6
1934,2.666
1935,1.798
1936,2.866
1937,2.868
1938,2.6
1940,2.536
1942,2.134
1944,2.266
1945,2.534
1946,2.534
1947,2.332
1948,2.466
1949,1.732
1950,2.268
1951,2.532
1952,2.8
1953,2.598
1954,2.334
1955,2.266
1957,2.8
1958,2.4
1960,2.602
1962,2.732
1965,2.068
1968,2.136
1969,2.002
1971,2.868
1972,2.6
1973,2.868
1974,2.398
1975,3.0
1976,2.332
1978,2.4
1980,2.202
1981,2.402
1984,2.568
1985,2.4
1986,2.266
1988,2.6
1990,1.734
1991,1.8679999999999999
1992,2.002
1993,2.198
1995,2.334
1996,2.132
1997,2.466
1999,2.4
2004,2.268
2005,2.0
2007,1.866
2009,2.466
2010,2.734
2012,2.066
2014,2.534
2015,2.666
2016,2.802
2017,2.466
2018,2.534
2020,1.8
2026,2.2
2027,2.934
2028,2.532
2030,2.0
2031,2.134
2032,2.0
2033,2.066
2034,2.066
2035,2.734
2036,2.734
2038,2.332
2040,2.332
2043,1.668
2044,2.666
2045,2.266
2046,2.666
2048,2.2
2049,2.8
2051,2.336
2053,2.068
2054,2.468
2055,2.134
2057,1.864
2058,2.402
2059,2.548
2061,2.268
2063,2.4
2067,2.734
2068,2.934
2069,2.402
2071,2.2
2072,2.2
2075,2.8
2076,2.6
2077,2.6
2078,2.6
2079,2.266
2080,2.268
2084,2.4
2087,2.868
2090,2.468
2091,2.866
2092,2.598
2093,2.136
2094,1.8
2096,2.8
2099,2.4
2100,2.868
2101,2.332
2102,1.864
2104,1.736
2105,1.668
2108,2.332
2110,2.068
2111,2.466
2112,2.668
2114,2.734
2116,2.734
2119,2.466
2120,2.466
2121,2.734
2122,2.6
2123,1.934
2124,2.202
2125,2.536
2127,3.0
2128,2.734
2129,1.934
2131,2.534
2132,2.468
2134,2.266
2135,2.5
2138,2.4
2140,1.832
2141,2.334
2142,2.066
2143,2.0
2144,2.132
2145,2.334
2147,2.202
2150,2.534
2152,2.668
2155,2.802
2156,2.402
2159,2.734
2161,1.934
2162,1.934
2164,2.4
2165,3.0
2168,2.2
2170,2.334
2171,2.2
2172,2.466
2174,1.666
2175,2.668
2177,2.4
2178,2.8
2179,3.0
2180,2.668
2183,2.468
2184,2.934
2185,2.666
2186,2.732
2187,2.6
2191,2.132
2192,2.868
2193,2.534
2194,2.332
2195,2.734
2196,2.666
2197,2.4
2198,2.332
2199,1.934
2200,2.334
2202,2.532
2203,2.0
2205,2.0
2207,2.734
2208,2.4
2209,2.4
2212,2.134
2213,2.134
2214,2.4
2215,2.734
2216,2.0
2217,1.932
2219,2.198
2220,2.334
2221,1.598
2223,1.534
2225,2.132
2227,2.734
2228,2.666
2229,2.6
2230,2.334
2231,2.7359999999999998
2232,1.864
2233,2.068
2234,2.602
2235,2.066
2236,2.266
2238,2.802
2239,2.67
2240,2.266
2241,2.134
2243,2.868
2244,2.534
2246,2.868
2247,3.0
2249,2.534
2250,2.602
2252,2.332
2253,2.466
2254,2.468
2255,2.466
2256,2.134
2260,2.466
2261,2.202
2262,2.466
2263,2.334
2264,2.268
2265,2.334
2266,2.8
2267,2.8
2268,2.2
2269,2.266
2271,1.932
2272,2.334
2274,2.4
2276,2.466
2278,2.066
2280,2.336
2282,2.4
2285,2.136
2286,2.266
2287,2.668
2289,2.468
2290,2.334
2294,2.534
2295,2.468
2296,2.466
2301,2.198
2302,2.466
2304,2.4
2305,2.734
2307,2.8
2308,2.534
2309,2.868
2311,2.068
2313,1.802
2314,2.6
2316,2.534
2317,2.468
2318,2.466
2319,2.4
2320,2.2
2322,2.6
2324,1.8679999999999999
2327,2.666
2329,2.334
2330,2.2
2331,2.67
2332,2.398
2335,3.0
2336,1.6
2337,2.4
2338,1.866
2340,2.268
2341,1.6
2342,2.466
2343,2.398
2344,2.2
2345,2.2
2347,1.534
2348,2.066
2349,1.468
2350,1.936
2352,1.536
2353,2.734
2354,2.734
2355,2.134
2356,1.798
2357,2.668
2358,2.002
2360,2.0
2361,2.534
2362,2.6
2363,2.2
2364,2.2
2366,2.398
2367,2.266
2368,2.734
2370,2.4
2371,2.866
2372,2.534
2373,2.334
2376,2.466
2377,2.934
2378,2.934
2379,2.134
2380,2.2
2382,1.932
2383,2.4
2384,2.802
2386,2.668
2387,2.602
2388,2.666
2389,2.302
2390,2.668
2391,2.268
2392,2.602
2394,2.6
2395,2.866
2396,2.332
2397,2.602
2399,2.7359999999999998
2400,2.268
2401,2.532
2402,2.934
2404,2.668
2405,2.934
2406,2.468
2407,2.532
2408,2.7359999999999998
2411,2.466
2412,2.866
2414,2.402
2415,2.402
2417,2.534
2418,2.134
2419,2.868
2422,2.732
2425,2.598
2427,2.2
2428,1.934
2429,2.7359999999999998
2430,2.334
2431,2.866
2432,1.732
2434,2.666
2436,2.734
2437,2.332
2438,2.334
2440,2.666
2441,2.534
2444,2.6
2445,2.466
2446,2.5
2447,2.6
2450,2.666
2452,2.4
2454,2.666
2457,2.802
2458,1.798
2459,2.398
2460,2.868
2463,1.932
2467,1.866
2469,2.202
2472,2.066
2473,2.534
2476,2.534
2477,1.668
2479,2.6
2480,2.8
2481,2.466
2482,1.732
2483,2.332
2486,2.336
2487,2.4
2488,2.666
2491,2.6
2492,2.266
2493,1.8679999999999999
2494,2.468
2495,2.132
2496,2.266
2497,2.734
2498,2.802
2499,2.6
2501,2.8
2503,2.266
2504,2.602
2505,1.932
2506,1.798
2508,2.068
2509,2.068
2510,2.202
2511,2.2
2512,2.732
2517,2.2
2518,2.068
2519,2.4
2520,2.2
2521,1.266
2522,2.8
2523,2.136
2524,1.532
2525,2.268
2526,2.4
2527,2.534
2528,2.536
2529,2.666
2530,1.866
2531,2.468
2532,1.798
2533,2.8
2536,2.536
2537,2.2
2541,2.734
2542,1.998
2543,1.866
2544,2.4
2546,2.266
2547,2.134
2548,2.334
2549,2.334
2550,2.068
2552,2.336
2553,2.066
2554,2.266
2557,2.2
2558,2.534
2559,2.334
2560,2.402
2561,1.866
2563,2.2
2564,2.6
2565,2.066
2566,2.2
2567,2.8
2568,1.668
2569,1.8
2570,1.732
2572,1.8679999999999999
2573,2.734
2574,2.134
2576,2.934
2577,2.068
2579,1.734
2580,1.864
2583,2.732
2584,2.234
2586,3.0
2587,2.266
2588,2.398
2589,2.2
2590,2.268
2591,2.934
2593,2.734
2594,2.8
2595,2.4
2596,2.8
2597,2.934
2599,2.668
2600,2.668
2601,2.0
2602,2.468
2603,2.666
2606,2.468
2607,2.334
2609,2.734
2610,2.668
2611,2.668
2612,2.868
2613,2.266
2614,2.868
2615,2.734
2618,2.868
2619,2.666
2620,2.536
2623,2.466
2624,2.6
2625,2.734
2629,2.666
2630,2.802
2631,2.802
2632,2.2
2633,2.134
2634,2.134
2635,2.466
2637,2.466
2638,2.468
2639,2.6
2640,2.534
2641,2.868
2644,2.734
2645,2.334
2646,2.734
2647,2.668
2648,1.6
2649,2.198
2650,1.934
2651,2.6
2652,2.534
2653,2.802
2655,1.666
2656,2.334
2658,1.998
2659,2.202
2661,2.468
2663,2.398
2664,2.198
2665,2.534
2667,2.2
2668,2.534
2674,2.734
2676,1.934
2678,2.402
2679,2.6
2681,2.534
2682,2.332
2683,1.8
2684,2.084
2687,1.864
2689,1.6
2690,2.532
2692,2.602
2693,2.8
2694,2.334
2699,2.066
2701,2.602
2702,2.0
2703,2.8
2705,3.0
2706,2.8
2707,2.534
2711,2.466
2713,2.868
2714,2.4
2716,2.268
2717,1.934
2718,2.734
2719,2.6
2720,2.268
2721,2.268
2722,1.934
2723,1.8679999999999999
2724,2.8
2726,2.866
2727,1.6
2730,1.934
2731,2.802
2732,2.066
2734,2.402
2738,1.534
2739,2.868
2740,2.534
2742,2.268
2743,2.198
2745,1.668
2746,2.334
2747,2.134
2748,2.066
2749,2.534
2751,2.4
2753,2.602
2754,1.998
2756,2.732
2757,2.868
2759,2.468
2760,2.068
2761,2.598
2762,2.066
2763,2.066
2764,2.398
2765,2.534
2766,1.8
2767,2.668
2769,2.4
2770,1.998
2771,2.402
2772,2.2
2773,2.268
2774,2.334
2775,3.0
2776,2.8
2778,2.266
2779,1.6
2780,2.134
2781,2.132
2783,2.4
2788,2.6
2789,2.734
2790,2.4
2792,2.466
2793,2.0
2794,2.666
2795,2.0
2797,2.332
2799,2.2
2801,2.666
2803,2.732
2804,2.8
2805,1.732
2806,2.134
2807,2.532
2809,2.866
2810,2.6
2811,2.064
2812,2.666
2813,2.0
2814,2.668
2815,1.998
2817,2.666
2819,2.4
2821,2.468
2822,2.532
2824,2.666
2825,2.468
2827,2.67
2828,2.2
2829,2.466
2830,2.934
2832,2.334
2837,2.332
2840,2.934
2842,2.4
2843,1.934
2844,2.534
2848,2.066
2849,1.798
2850,2.666
2851,2.134
2852,2.202
2854,2.2
2856,2.668
2857,2.534
2858,2.6
2860,2.866
2862,2.2
2863,2.668
2864,2.466
2868,2.466
2873,2.4
2877,1.668
2878,2.468
2879,2.132
2881,2.668
2884,2.4
2886,2.068
2888,2.134
2889,2.266
2890,2.8
2891,2.334
2893,2.6
2900,1.866
2903,2.068
2904,2.934
2906,2.466
2907,2.6
2908,2.468
2910,1.8679999999999999
2911,2.734
2913,2.934
2916,2.268
2917,2.4
2919,2.336
2922,2.532
2923,2.6
2925,2.868
2926,2.4
2927,2.4
2928,2.2
2929,2.2
2930,2.598
2931,2.4
2933,2.534
2934,2.6
2936,2.734
2937,2.468
2938,2.668
2939,2.534
2940,2.734
2941,2.734
2942,2.334
2945,1.6019999999999999
2946,2.534
2947,2.068
2948,2.532
2950,2.734
2951,2.4
2952,2.4
2953,2.6
2954,2.0
2955,2.8
2956,2.6
2957,2.466
2959,2.466
2960,2.534
2961,2.534
2962,2.602
2963,1.666
2965,1.934
2967,2.732
2969,2.734
2970,2.4
2972,2.066
2977,1.998
2978,2.334
2979,2.134
2981,2.934
2982,2.934
2983,2.866
2985,2.332
2986,2.2
2988,2.068
2989,1.8
2992,2.266
2993,2.532
2994,2.668
2995,1.8
2996,1.734
2997,2.532
2998,2.532
2999,2.8
3000,2.666
3001,1.934
3003,2.2
3005,2.602
3006,2.068
3007,2.068
3009,1.866
3011,2.402
3014,1.734
3015,1.866
3016,2.868
3018,2.666
3019,2.6
3020,2.332
3022,2.268
3023,2.866
3024,2.266
3025,2.666
3027,2.0
3028,2.466
3031,2.332
3033,2.198
3034,2.332
3035,2.0
3037,2.668
3038,2.602
3040,2.668
3041,2.4
